id,section_code,section_title,subsection_title,clause_ref,subclause_ref,clause_title,clause_text,clause_type
K32,K,,,K32,,Roof decking,Particulars of the following shall be given:-,clause
K33,K,,,K33,,Roof coverings,Roof coverings shall be given in square metres. Coverings over 45 degrees from horizontal and,clause
K34,K,,,K34,,Labours on roof,"(a) Square cutting around openings over 0.50 square metre shall be given in linear metres,",clause
K35,K,,,K35,,"Bearings, eaves, kerbs","Bearings, eaves, kerbs, flashings and abutments with nibs built into chases shall each be given",clause
K36,K,,,K36,,Waterproofing roofs,(a) Particulars of the following shall be given:-,clause
K37,K,,,K37,,Roof coverings,Roof coverings shall be given in square metres. Classification shall be as follows:-,clause
K38,K,,,K38,,Labours on roof,"(a) Raking cutting, curved cutting, fair edges, turning into grooves, wedging and the like",clause
K39,K,,,K39,,"Flashings, skirtings","The turndown at eaves, verges and aprons shall be given separately in linear metres stating the",clause
K40,K,,,K40,,"Gutters, valleys and","(a) Linings to gutters, channels and valleys and coverings to kerbs shall each be given",clause
K41,K,,,K41,,Channels,Forming shallow channels including additional material shall be given in linear metres as extra over,clause
K42,K,,,K42,,Sumps and collars,(a) Linings to sumps and the like (grouped together) shall be enumerated stating the size.,clause
K43,K,,,K43,,Sheet metal roofing,(a) Particulars of the following shall be given:-,clause
K44,K,,,K44,,Roof coverings,Roof covering will be given in square metres. |Classification shall be as follows:-,clause
K45,K,,,K45,,Labour on sheet,(a) Raking cutting and curved cutting shall each be given separately in linear metres,clause
K46,K,,,K46,,Copper nailing,Nailing shall be given in linear metres and described,clause
K47,K,,,K47,,Collars around pipes,"Collars around pipes, standards and the like members passing through roofs (grouped together) shall",clause
K48,K,,,K48,,Sumps and the like,Linings to sumps and the like (grouped together) shall be enumerated stating the size. Outlets and,clause
K49,K,,,K49,,Sheet metal flashings,(a) Dressing gutters through outlets dressing into rainwater heads and the like labour shall,clause
K50,K,,,K50,,Flashings,"(a) Flashings, stepped flashings, aprons, weatherings to cornices, cappings to hips, ridges,",clause
K51,K,,,K51,,Preformed flashings,"Preformed flashings and trims, aprons, cappings and the like shall each be given separately in linear",clause
K52,K,,,K52,,Flat gutters,Flat gutter coverings shall be given in accordance with the rules for sheet metal roofing. (See Clause,clause
K44,K,,,K44,,,(iii) hereof).,clause
K53,K,,,K53,,Sloping gutters,(a) Linings to sloping gutters shall be given in linear metres stating the girth of the metal.,clause
K54,K,,,K54,,Soakers and metal,Supplying soakers and metal slates (for fixing by tiler) shall be enumerated separately stating the size.,clause
K55,K,,,K55,,Saddles,Saddles over abutments and intersections of hips and ridges (grouped together) shall be enumerated,clause
L1,L,,,L1,,Carpentry generally,(a) Particulars of the following shall be given:-,clause
L2,L,,,L2,,Structural timbers,(a) Structural timbers shall be measured the net length as fixed in the work and given in linear,clause
L3,L,,,L3,,Framed structural,"In the case of framed structural timbers such as trusses, trussed rafters, and trussed beams,",clause
L2,L,,,L2,,the bill. The constituent members of the frame shall be measured as provided in Clause,hereof.,clause
L4,L,,,L4,,Structural timber,(a) Structural poles shall be measured in linear metres (below and above the ground level),clause
L5,L,,,L5,,Labours on structural,"(a) All cutting, scribing, splaying, notching, halving, morticing, tenoning and wedging shall be",clause
L6,L,,,L6,,Brandering and,Brandering and nogging between joists measured over the joists shall each be given separately in,clause
L7,L,,,L7,,Cleats and sprockets,"Cleats, sprockets, and the like shall each be enumerated separately stating the size",clause
L8,L,,,L8,,Boarding generally,Boarding shall be measured as executed describing the function. No allowance shall be made for,clause
L9,L,,,L9,,Weather boarding,Weather- boarding shall state the extreme thickness and width of the boards and the,clause
L10,L,,,L10,,Gutter-boarding,(a) Gutter- boarding and gutter -sides over 300 millimetres maximum width in each length,clause
L11,L,,,L11,,Eaves and verge,(a) Boarding over 300 millimetres wide to eaves and the like (grouped together) together),clause
L12,L,,,L12,,Labours on boarding,"(a) Raking cutting, curved cutting and scribed edges on boarding and perimeter cutting on",clause
L13,L,,,L13,,Fascia and barge,Fascia-boards and barge-boards shall each be given separately in linear metres stating the width,clause
L14,L,,,L14,,Fillets grounds and,"(a) Fillet, grounds, batterns and the like shall be given in linear metres stating the size",clause
L15,L,,,L15,,Skeleton framework,(a) Skeleton framework over 300 millimetres wide (measured overall) shall be given in square,clause
L16,L,,,L16,,Bracketing,(a) Bracketing to form shaped false ceilings shall be given in detail.,clause
L17,L,,,L17,,Plugging,"Plugging to concrete, brickwork, blockwork and stonework (grouped together) and irrespective of the",clause
M1,M,,,M1,,Joinery Generally,(a) Particulars for the following shall be given,clause
M2,M,,,M2,,Flooring generally,(a) Flooring shall be measured as executed. No. allowances shall be made for tongues in,clause
M3,M,,,M3,,Board flooring and,Board and strip flooring shall be given in square metres stating the nominal width of the boards or,clause
M4,M,,,M4,,Cutting on flooring,"(a) Raking cutting, curved cutting and scribed edges on board and strip flooring and perimeter",clause
M5,M,,,M5,,Nosing and margins,"Nosings, bed-moulds and margins shall each be given separately in linear metres as extra over the",clause
M6,M,,,M6,,Access trap door,Access trapdoors in floors shall be enumerated as extra over the flooring in which they occur stating,clause
M7,M,,,M7,,"Linings, casings and",(a) Boarded work shall be measured as executed. No allowance shall be made for tongues in,clause
M8,M,,,M8,,Wall and ceiling,(a) Linings over 300 millimetres wide to walls and ceilings shall each be given separately in,clause
M9,M,,,M9,,Beams and column,"(a) Casings (measured on external face) around sides and soffits of beams, Iintols, cantilevers,",clause
M10,M,,,M10,,Cuttings on linings,"(a) Cuttings on the individual boards of conical boarding, spherical boarding and on groined",clause
M11,M,,,M11,,Applied mouldings,"Applied mouldings (other than panel moulds), cappings, inlays and the like shall each be given",clause
M12,M,,,M12,,Caps and bases to,Caps and bases to columns and pilasters shall each be enumerated separately stating the site.,clause
M13,M,,,M13,,Pipe casings,Casings (measured on external face) around pipes shall each be given separately in linear metres,clause
M14,M,,,M14,,Access trap doors,Access trap doors in linings and casings shall be enumerated as extra over the work in which they,clause
M15,M,,,M15,,Doors,(a) Doors shall be given in square metres irrespective of type (i.e. no distinction being made,clause
M16,M,,,M16,,Casements,(a) Casements shall be given in square metres stating the thickness and the number.,clause
M17,M,,,M17,,Double-hung sash,(a) Double-hung sash windows shall be measured over the frames and sills,clause
M18,M,,,M18,,Skylights and lanterns,(a) Skylights and lantern-tops shall each be given separately and enumerated stating the size,clause
M19,M,,,M19,,Windows-boards and,"Window-boards, nosings and bed moulds shall each be given separately in linear metres stating the",clause
M20,M,,,M20,,"Frames, sills and","(a) Frames, mullions, transomes, sills and kerbs shall be measured the length as fixed in the",clause
M21,M,,,M21,,Fillets,(a) Weather fillets and the like shall be given in linear metres stating the size. Those which are,clause
M22,M,,,M22,,Glazing beads and,Glazing-beads and the like except where otherwise included with the items shall be given in linear,clause
M23,M,,,M23,,Grounds and wall,"Grounds (or battens) shall be given in linear metres stating the size, or they may be given in the",clause
M24,M,,,M24,,"Skirtings, architraves","(a) Skirtings, architraves, picture-rails, dado-rails, wall mouldings, cornices, cappings, pelmets,",clause
M25,M,,,M25,,"Shelves, table-tops","(a) Shelves, divisions, table-tops, work-tops, counter- tops, seats and the like over 300",clause
M26,M,,,M26,,Cuttings and housings,"(a) Raking cutting, curved cutting and scribed edges shall each be given separately in linear",clause
M27,M,,,M27,,Draining-boards and,(a) Draining-boards shall be given in square metres stating the thickness and the number.,clause
M28,M,,,M28,,Fittings,(a) Fittings and fixtures (e.g. cupboards; tables; work-benches; and counters; dressers;,clause
M29,M,,,M29,,Applied coverings,"(a) Applied coverings (e.g., plastics subject to clause 25 (a) hereof) shall be given in square",clause
M30,M,,,M30,,Staircases generally,Work in staircases shall be given under an appropriate heading.,clause
M31,M,,,M31,,Landings,(a) Landings shall be given in square metres stating the thickness and the method of jointing.,clause
M32,M,,,M32,,Treads and risers,(a) Treads and risers (grouped together) shall be given in square metres stating the thickness,clause
M33,M,,,M33,,Strings apron-linings,"Strings, apron-linings, cappings and applied mouldings shall each be given separately in linear metres",clause
M34,M,,,M34,,Handrails,"(a) Handrails shall be given in linear metres stating the size. Curved handrails, ramped",clause
M35,M,,,M35,,Balusters and newels,(a) Balusters shall be enumerated stating the size and the length. Framed ends and housed,clause
M36,M,,,M36,,Standard units,Stock-pattern units and standard units (eg doors; casement windows; double-hung sash windows;,clause
M37,M,,,M37,,Plugging,"Plugging to concrete, brickwork, blockwork, and stonework (grouped together and irrespective of the",clause
M38,M,,,M38,,Holes in Timber,(a) Holes and countersunk holes for bolts and the like shall each be enumerated separately,clause
M39,M,,,M39,,Ironmongery,(a) Particulars of the following shall be given:-,clause
M40,M,,,M40,,Waterbars,Water bars in sills and the like shall be given in linear metres stating the size. Those bedded in,clause
M41,M,,,M41,,Dowels and cramps,Dowels and cramps shall each be enumerated separately stating the size. Mortices in timber shall be,clause
M42,M,,,M42,,Bolts,Bolts shall be enumerated stating the diameter and length. Nuts and washers shall be given in the,clause
N1,N,,,N1,,Structural steelwork,(a) Steelwork shall be grouped as follows and each group with its associated labours shall be,clause
N2,N,,,N2,,Grillages,(a) Grillages shall be given in kilogrammes.,clause
N1,N,,,N1,,components classified as Clause,(g) stating the weight-group as Clause N1 (h) hereof.,clause
N4,N,,,N4,,with the rules for compound girders in Clause,(c) hereof.,clause
N3,N,,,N3,,Girders,(a) Girders shall be given in kilogrammes.,clause
N1,N,,,N1,,as Clause,(g) hereof stating the weight group as Clause N1 (h) hereof.,clause
N1,N,,,N1,,kilogrammes stating the weight-group of the angles as Clause,(h) hereof. Those,clause
N4,N,,,N4,,Stanchions,(a) Stanchions shall be given in kilogrammes,clause
N1,N,,,N1,,classified as Clause,(g) hereof stating the weight- group as Clause N1 (h) hereof and the,clause
N5,N,,,N5,,Solid or tubular,(a) Solid steel columns shall be given in kilogrammes stating the diameter and the number of,clause
N6,N,,,N6,,Portal frames,Portal frames shall be given in kilogrammes stating the composition and the span.,clause
N7,N,,,N7,,Roof trusses,"(a) Roof-trusses shall be given in kilogrammes stating the span in stages of 3 metres, the rise",clause
N8,N,,,N8,,"Gables, hips and","Gable-members, hip-members, valley-members and the like (grouped together) shall be given in",clause
N1,N,,,N1,,valleys kilograms and classified as Clause,(g) hereof stating the weight group as Clause N1 (h) hereof.,clause
N9,N,,,N9,,Purlins rails,(a) Purlins and rails shall be given in kilogrammes or alternatively in linear metres and stating,clause
N1,N,,,N1,,Clause,(g) hereof stating the weight group as Clause N1 (h) hereof.,clause
N10,N,,,N10,,Braces and struts,"Braces, struts and the like (grouped together) shall be given in kilogrammes and classified as Clause N1",clause
N1,N,,,N1,,(g) hereof stating the weight-group as Clause,(h) hereof,clause
N11,N,,,N11,,Fittings,(a) Fittings to unframed steelwork (e.g. caps; bases; splice-plates; cleats; brackets; stiffeners;,clause
N12,N,,,N12,,Holes,"Holes, countersunk holes and tapped holes which are required for other trades shall each be",clause
N13,N,,,N13,,Site rivets,(a) Driving rivets on site shall be deemed to be included with the items. The weight of the,clause
N14,N,,,N14,,Wedging bases and,Wedging under stanchion-bases and under steel grillages shall each be enumerated separately,clause
N15,N,,,N15,,Turned bolts,Turned-bolts shall be enumerated stating the diameter and the length. Nuts and washers shall be,clause
N16,N,,,N16,,Anchor bolts,Anchor- bolts shall be given in kilogrammes stating the diameter. Nuts and washers shall be given in,clause
N17,N,,,N17,,Gutters,(a) Gutters in conjunction with structural steel work shall be given in kilogrammes or,clause
N18,N,,,N18,,Painting,Painting by the steel fabricators or erectors shall be given in squaremetres of the surface to be,clause
P1,P,,,P1,,Metal work generally,(a) Particulars of the following shall be given:-,clause
P2,P,,,P2,,"Plates, bars, sections","Metal plates, bars, sections and tubes shall be deemed to be formed by casting, rolling, drawing,",clause
P3,P,,,P3,,Floor-plates and,(a) Floor-plates shall be given ins square metres stating the average size. Chequer plates and,clause
P4,P,,,P4,,Burglar bars and,"(a) Burglar bars shall be given in linear metres stating the size. Fanged ends, twists, bends",clause
P5,P,,,P5,,Handrails and core,(a) Handrails and core rails shall each be given separately in linear metres stating the size,clause
P6,P,,,P6,,"Arch-bars, bearers","Arch bars, bearers, stays and the like shall each be given separately in linear metres stating the size.",clause
P7,P,,,P7,,"Straps, collars and","Straps, collars, hangers, cantilever-brackets, corbels and the like shall each be enumerated separately",clause
P8,P,,,P8,,Mat-frames,Mat-frames shall be enumerated stating the size of the members and the overall size of the frame.,clause
P9,P,,,P9,,Coverings and linings,"(a) Coverings to doors, bench-tops, counter tops and the like shall each be given separately in",clause
P10,P,,,P10,,Wire mesh and,"(a) Mesh coverings and expanded metal coverings over 300 millimetres wide to partitions,",clause
P11,P,,,P11,,Composite units,Composite units (other than standard units) shall be measured in detail in accordance with Clause P12,clause
P15,P,,,P15,,generally to,hereof and each unit with its associated labours shall be billed under an appropriate heading,clause
P12,P,,,P12,,Members of,(a) Rolled plates over 300 millimetres in both dimensions shall be given in square metres.,clause
P13,P,,,P13,,Labours on members,(a) Raking cutting and curved cutting shall each be given separately in linear metres,clause
P14,P,,,P14,,Openings partitions of,"Opening portions in balustrades, railings and the like shall each be enumerated separately as extra",clause
P15,P,,,P15,,Connections,(a) Cleated connections and plated connections shall each be between enumerated,clause
P16,P,,,P16,,Special metal,Special metal windows and special metal doors shall each be enumerated separately stating the,clause
P17,P,,,P17,,Standard units,Assembling and jointing together the component parts of composite units and providing any,clause
P18,P,,,P18,,Standard metal,"(a) Standard metal windows and doors (complete with frames, mullions, transoms, hinges,",clause
P19,P,,,P19,,Steel door frames,Steel door-frames (except those forming an integral part of a door unit) shall be enumerated stating,clause
P20,P,,,P20,,Fireproof doors and,"Fireproof doors and strongrooms doors (complete with frames, hinges, fastenings and lugs) shall",clause
P21,P,,,P21,,Roof-lights,"Lantern-lights, skylights, laylights, and the like (complete with frames, mullions, ridges, hips, hinges,",clause
P22,P,,,P22,,Pavements lights and,"Pavement lights and stallboard lights (complete with frames, lugs and glass lenses) shall each be",clause
P23,P,,,P23,,"Skirtings, picture-rails","Skirtings, picture-rails, and the like shall each be given separately in linear metres stating the size and",clause
P24,P,,,P24,,Duct covers,Duct-covers (complete with frames and lugs) shall be given in linear metres stating the width and the,clause
P25,P,,,P25,,Balustrades and,"Balustrades, railings and the like forming part of a building shall each be given separately in linear",clause
P26,P,,,P26,,Collapsible gates and,"Collapsible gates, revolving shutters and the like (complete with frames, guides, tracks, and",clause
P27,P,,,P27,,Grilles and gratings,Grilles and gratings (complete with frames and lugs) shall each be enumerated separately stating the,clause
P28,P,,,P28,,Surface boxes and,"Surfaces-boxes, inspection-covers, mat-rims and the like (complete with frames and lugs) shall each",clause
P29,P,,,P29,,Sectional tanks,"Sectional tanks shall be enumerated stating the capacity, the size and the type",clause
P30,P,,,P30,,Holes and slots,"(a) Holes for pipes, tubes, bars, cables, conduits and the like members (grouped together)",clause
P31,P,,,P31,,Bolts,"Bolts, anchor-bolts, ragbolts, and the like (except where deemed to be included or where given in the",clause
Q1,Q,,,Q1,,Plumbing and,(a) Work shall be grouped as follows and each group shall be given under an appropriate,clause
Q40,Q,,,Q40,,Clause,hereof.,clause
Q2,Q,,,Q2,,Gutters generally,"Rainwater gutters (measured over all gutter- fittings, short running lengths and branches) shall be",clause
Q3,Q,,,Q3,,Curved gutters,Curved gutters shall be so described stating mean radius,clause
Q4,Q,,,Q4,,Cutter-joints,"(a) Providing materials, bolts, nuts, washers and everything else necessary for jointing",clause
Q5,Q,,,Q5,,Gutter fittings,"(a) Gutter-fittings (e.g. bends; angles, shoes, offsets, elbows; junctions; stopped ends; nozzle",clause
Q6,Q,,,Q6,,Gutter-supports,"Lugs cast on to gutters, brackets and straps shall be given in the description of the gutter",clause
Q7,Q,,,Q7,,Pipes,"(a) Pipes (measured over all pipe-fittings, short running lengths and branches) shall be given",clause
Q8,Q,,,Q8,,Special pipework,(a) Curved pipes shall be so described stating the mean radius,clause
Q9,Q,,,Q9,,Pipe joints,"(a) Providing materials, heat, bolts, nuts, washers and everything else necessary for making",clause
Q10,Q,,,Q10,,Labours on pipes,"Labours (e.g. made bends, made springs, made offsets) on pipes of all diametres shall each be",clause
Q11,Q,,,Q11,,Pipe fittings,"(a) Pipe fittings (e.g. bends, springs, swan-necks, offsets, Y- junctions, double Y-junctions,",clause
Q9,Q,,,Q9,,unions) except fillings as Clause,(b) shall each be enumerated separately as extra over,clause
Q12,Q,,,Q12,,Pipe supports,(a) Particulars of the method of fixing shall be given in the description of pipe-supports as,clause
Q1,Q,,,Q1,,Clause,(g) hereof. Culling and pinning ends of pipe supports shall be given in the,clause
Q13,Q,,,Q13,,Pipe-sleeves and,"(a) Pipe-sleeves shall be enumerated stating the length thereof, the size and kind of pipe",clause
Q14,Q,,,Q14,,Inspection doors,Inspection doors in pipes shall be enumerated as extra over the pipe in which they occur stating the,clause
Q15,Q,,,Q15,,Dampers,Dampers in pipes shall be enumerated as extra over the pipe in which they occur stating the method,clause
Q16,Q,,,Q16,,"Traps, thimbles","Traps, thimbles, ferrules, cones and the like shall each be enumerated stating the size thereof,",clause
Q17,Q,,,Q17,,Rainwater - heads,"Rainwater, roof-outlets and the like shall each be enumerated separately stating the type, the size",clause
Q18,Q,,,Q18,,Hopper-heads,"Hopper-heads and the like shall be enumerated stating the type thereof, the kind of pipe to which",clause
Q19,Q,,,Q19,,Gratings,Gratings shall be enumerated stating the size of pipe or outlet to which it is attached,clause
Q20,Q,,,Q20,,"Cowls, terminals, etc","(a) Cowls, terminals, hinged flaps, cross-wired ends and the like shall each be enumerated",clause
Q21,Q,,,Q21,,Exhaust heads,"Exhaust heads shall be enumerated stating the number, type and size of the connections.",clause
Q22,Q,,,Q22,,Driptrays tundishes,"Drip-trays and tundishes shall each be enumerated separately and stating the number, type and size",clause
Q23,Q,,,Q23,,Independent,(a) Independent vertical steel chimneys shall be enumerated stating the internal diameter,clause
Q24,Q,,,Q24,,Connections,"Connecting the ends of pipes at public mains, making good public highways and to mains any other",clause
Q25,Q,,,Q25,,Equipment generally,All items of equipment shall be enumerated and fully described,clause
Q26,Q,,,Q26,,Water tanks,"Expansion tanks, water-storage tanks and condense-water tanks shall each be enumerated",clause
Q27,Q,,,Q27,,Hot water and,(a) Hot water cylinders and thermal-storage cylinders shall be enumerated separately stating,clause
Q28,Q,,,Q28,,Appliances generally,"Assembling, providing mating flanges, couplings and everything necessary for jointing shall be",clause
Q29,Q,,,Q29,,Sanitary appliances,"Baths, lavatory-basins, wash-tubs, showers, WC pans, WC suites, sinks, urinals, flushing cisterns,",clause
Q30,Q,,,Q30,,Fire-fighting,"Fire-fighting appliances, foam-inlets, hydrants, extinguishers, blankets, buckets, fire house reels,",clause
Q31,Q,,,Q31,,Ancillaries generally,"(a) Providing mating flanges, couplings, and everything necessary for jointing shall be",clause
Q32,Q,,,Q32,,Valves and cocks,"Valves, cocks taps and other special fittings shall each be enumerated separately stating the type and",clause
Q33,Q,,,Q33,,Sleeves and holes,(a) Sleeves shall be given in number grouped for pipes not exceeding 100m diameter and,clause
Q34,Q,,,Q34,,Thermal insulation,(a) Particulars of the following shall be given:-,clause
Q34,Q,,,Q34,,Insulation to plant,(a) Insulation to cylinders; tanks; and the like shall be enumerated stating the overall size or,clause
Q35,Q,,,Q35,,Insulation of,(a) Insulation to pipework shall be given in linear metres stating the type and bore of the,clause
Q36,Q,,,Q36,,Marking positions,"Marking the position of holes, mortices, chases and the like in the structure for each installation",clause
Q37,Q,,,Q37,,Plans of the,Preparation plans or diagrams of the installation as fitted shall be given as an item stating the kind of,clause
Q38,Q,,,Q38,,Testing the,Testing each installation shall be given as an item and fully described,clause
Q39,Q,,,Q39,,Builder’s work,Builder’s work in connection with plumbing and drainage installations shall be grouped together,clause
Q40,Q,,,Q40,,Cutting and pinning,"Cutting, pinning and making good ends of supports for equipment, appliances, fittings and the like",clause
Q41,Q,,,Q41,,Cutting away and,Cutting away for and making good after the plumbers and engineers shall be given as follows:-,clause
R1,R,,,R1,,Mechanical,(a) Work shall be grouped as follows and each group shall be given under an appropriate,clause
R2,R,,,R2,,Measurement of,Measurement of pipework shall be given in accordance with section Q hereof,clause
R3,R,,,R3,,Ducting,"(a) Ducting (measured over all duct-fittings, short running lengths and branches) shall be",clause
R4,R,,,R4,,Ducting joints,"(a) Providing materials, heat, bolts, nuts, washers and everything else necessary for making",clause
R5,R,,,R5,,Ducting fittings,Ducting-fittings (e.g. stop-ends; bends; offsets; diminishing pieces; change-of-section pieces; junction,clause
R6,R,,,R6,,Ducting supports,(a) Particulars of the method of fixing shall be given in the description of ducting supports as,clause
R7,R,,,R7,,Extract-hoods cowls,"Extra-hoods, cowls, terminals and the like shall each be enumerated separately stating the size and",clause
R8,R,,,R8,,"Ducting, insulation","Insulation and protection wrappings, coatings and linings to ducting shall be given in linear metres",clause
R9,R,,,R9,,Equipment generally,All items of equipment shall be enumerated and fully described.,clause
R10,R,,,R10,,"Diffuses, grilles","Diffusers, Grilles, attenuators, dampers and filters shall each be enumerated separately stating the",clause
R11,R,,,R11,,Lifts,(a) Lift installations shall be suitably grouped under heading stating whether a single lift,clause
R12,R,,,R12,,"Hoists, escalators and",Hoist escalator and conveyor installation shall be given in accordance with the rules of clause R10,clause
R13,R,,,R13,,Material handling,"Installations such as material handling, refuse disposal, waste compaction incineration, etc., shall be",clause
R14,R,,,R14,,Testing and,An item shall be given for testing and commissioning and descriptions shall include details of any,clause
R15,R,,,R15,,"Drawings, manuals, etc","An item shall be given for the provision of fitted drawings, manuals, operative training, etc.",clause
R16,R,,,R16,,Identification markets,"Description shall be deemed to include identification markers, direction indicators, labels, legend",clause
R17,R,,,R17,,Replacement parts,"Replacement parts, tool kits. etc., shall be enumerated.",clause
R18,R,,,R18,,Works by other trades,Works by other trades integral with mechanical installations shall be given in accordance with the,clause
S1,S,,,S1,,Electrical installation,(a) Work shall be grouped as follows and each group shall be given under an appropriate,clause
S2,S,,,S2,,Equipment,Equipment (e.g. prime-movers; generators; motors; fans; mechanical drives; batteries; rectifiers;,clause
S3,S,,,S3,,Control-gear,Control-gear (e.g. fuse-and-Iink disconnecting boxes; isolator-switches; changeoverswitches; switch-,clause
S4,S,,,S4,,Conduits,"(a) Conduits (measured over all conduit-boxes, conduit fittings, short running lengths and",clause
S5,S,,,S5,,Trunking,"(a) Trunking (measured over all trunking-fillings, short running lengths and branches) shall",clause
S6,S,,,S6,,Tray,"(a) Tray for cables shall be given in linear metres stating the width, the method of jointing",clause
S7,S,,,S7,,Cables,"(a) Cables in conduits, ducts or trunking and cables fixed to tray shall be measured as the net",clause
S8,S,,,S8,,Cable joints,"(a) Cable-joints shall be enumerated stating the type and size of cable. Joint-boxes, sealing-",clause
S9,S,,,S9,,Cable supports,"(a) Components for supporting cables (e.g. saddles, cleats, clips; changers; suspenders)",clause
S10,S,,,S10,,Cable-termination,(a) Cable termination glands shall be enumerated stating type and size of the cable and the,clause
S11,S,,,S11,,Cable sleeves,(a) Supplying cable-sleeves (e.g. short lengths of metal pipe or of stoneware conduit) for,clause
S12,S,,,S12,,Cable protection,Cables protection such as slabs and metal sheeting and warning devices such as PVC marker tapes,clause
S13,S,,,S13,,Earthing,"(a) Tapes for earthing shall be given in linear metres stating the size. Saddles, cleats, clips,",clause
S14,S,,,S14,,Lighting Conductors,(a) Lighting conductors shall be given in accordance with the rules for earthing,clause
S15,S,,,S15,,Lighting fittings,(a) Pendant fittings (e.g. plain flexible cord pendants; conduit pendants; cham pendants),clause
S16,S,,,S16,,"Clocks, telephone","(a) Clocks, bells, geysers, stores, heaters, thermostats, starters, motors, stand-by equipment,",clause
S17,S,,,S17,,Accessories,Accessories (e.g. switches; sockets-outlets; switch-socket-outlets; clock-connector points;,clause
S18,S,,,S18,,Marking positions,"Marking the positions of holes, mortices, chases and the like in the structure shall be given as an",clause
S19,S,,,S19,,Identification positions,"Plates, discs and labels for the identification of plant, equipment, cables, switches and the like shall",clause
S20,S,,,S20,,"Loose keys, tools and","Loose keys, tools, spares and the like shall each be enumerated separately stating the type and",clause
S21,S,,,S21,,Electric meters,Electric meters shall be enumerated stating the capacity and the type. Connecting the cable-tails,clause
S22,S,,,S22,,Connections to mains,"Connecting the ends of cables to public mains, making good public high ways and other work which",clause
S23,S,,,S23,,Temporary operation,Temporarily operating each electrical installation shall be given as an item stating any required,clause
S24,S,,,S24,,Disconnecting and,"Disconnecting, setting aside and refixing equipment (e.g. radiators; convectors) for the convenience",clause
S25,S,,,S25,,Plans of the installation,Preparing plans or diagrams of the electrical installation as fitted shall be given as an item stating,clause
S26,S,,,S26,,Testing the installations,Testing the installations shall be given as an item stating particulars of any special insurance cover,clause
S27,S,,,S27,,Builder’s work,Builder’s work in connection with the electrical installations shall be grouped together,clause
S28,S,,,S28,,Cable trenches,(a) Excavating cable -trenches shall be given in linear metres stating the average depth to,clause
S29,S,,,S29,,Cable ducts and,"Duct-trenches, stoneware ducts and inspection chambers for underground cables shall be given in",clause
S30,S,,,S30,,Bedding and pointing,"Bedding and pointing components or units of plant appliances, pointing and the like shall be",clause
S31,S,,,S31,,Cutting and pinning,"Cutting and pinning ends of supports for equipment appliances, fittings, trunking, tray and the like",clause
S32,S,,,S32,,Cutting away and,(a) In new structures (i.e. structures in the course of construction) cutting away for and,clause
S33,S,,,S33,,Pylons and poles,"(a) Pylons, poles, hut-posts, wall-brackets, pole-brackets, pole-stays and the like for",clause
S34,S,,,S34,,Metal work,"Metalwork in connection with the electrical installation (e.g. framework for supporting plant,",clause
S35,S,,,S35,,Protection,"Where the work involves the use of mineral insulated copper-covered cable, protecting such cable",clause
S36,S,,,S36,,Electronic installation,"Installations such as telecommunication, public address, closed circuit television, data transmission,",clause
T1,T,,,T1,,"Floor, wall and ceiling",(a) Work shall be grouped according to the kind of material and each group with its,clause
T2,T,,,T2,,In-situ finishings,(a),clause
T3,T,,,T3,,Floors and pavings,"(a) Floors and pavings to fall, cross-falls and slopes not exceeding 15 degrees from",clause
T4,T,,,T4,,Walls and ceilings,(a) Work to walls and ceilings shall each be given separately in square metres. Work to,clause
T5,T,,,T5,,Staircases,(a) Work to quarter-space and half space landings (grouped together) shall be given in,clause
T8,T,,,T8,,landings shall be given in accordance with Clause,(b) hereof.,clause
T6,T,,,T6,,Labours on finishings,(a) All joints and fair joints to abutments and boundaries shall be deemed to be included,clause
T7,T,,,T7,,Dividing strips,"Dividing strips in finishings shall be given in linear metres stating the size. Ends, angles and",clause
T8,T,,,T8,,Skirtings bands and,(a) Skirtings shall be given in linear metres stating the height on face. Raking skirtings and,clause
T9,T,,,T9,,Kerbs,Work to kerbs shall be given in linear metres stating the girth on face. Raking kerbs and vertical,clause
T10,T,,,T10,,Channels,(a) Working finishings into shallow channels shall be given in linear-metres as extra over the,clause
T11,T,,,T11,,Mouldings and cornices,"(a) Architraves, mouldings, ceiling-ribs and cornices (measured on face of wall or beam) shall",clause
T12,T,,,T12,,"Flush, raised or sunk","Flush, raised or sunk panels of contrasting colour (or of different material) in finishings shall each be",clause
T13,T,,,T13,,Metal beads,"Metal angle-beads, screed-beads and casing-beads in plasterwork shall each be given separately in",clause
T14,T,,,T14,,Ornaments,"Ornaments cast in situ, air gratings and the like shall be enmanated and including description of the",clause
T15,T,,,T15,,Metal lathing,Metal lathing and the like to receive in-situ finishes shall be given in square metres and the,clause
T16,T,,,T16,,"Tile, slab or block",(a) Particulars of the following shall be given:-,clause
T17,T,,,T17,,Floors pavements,"(a) Work to floors, pavements, walls, ceilings and staircases shall be given in accordance",clause
T4,T,,,T4,,"walls, etc with the rules for in-situ finishings in Clause n, T3","and T5 hereof, except that glass",clause
T16,T,,,T16,,coverings having any of the labours mentioned in Clause,paragraphs (d) (e) (g) (h) (j),clause
T18,T,,,T18,,Labour on finishings,(a) Square cutting shall be deemed to be included with the items,clause
T19,T,,,T19,,Dividing strips,"Dividing strips in finishings shall be given in linear metres stating the size. Ends, angles and",clause
