section_code,section_title,subsection_title,clause_ref,subclause_ref,clause_text,clause_type
G,Walling,Rubble walling,,,Rubble walling,subsection
G,Walling,Rubble walling,,,Rubble walling,subsection
G,Walling,Rubble walling,G2,,generally in mortar with comparatively thick joints.,clause
G,Walling,Rubble walling,G32,,Dry rubble work (i.e. work built without mortar) shall be so described.,clause
G,Walling,Rubble walling,G33,,"Particulars of the following shall be given:i. Type of walling stating whether of random or squared stones and, where coursed, the average height of the courses or the maximum and minimum heights of diminishing courses. ii. Texture and finish to exposed faces of stones (e.g. natural; rough-dressed; hammer-dressed). Levelled courses G34 Levelling uncoursed rubble work for damp-proof courses, band-sills, places, copings and the like (grouped together) shall be given in linear metres stating the width. Dressed margins G35 Dressed margins on rubble work shall be given in linear metres stating the width of the margin. Stops and angles shall be deemed to be included with the items. Copings G36 Copings formed of rough stones shall be given in linear metres stating the width and average height of the coping. Ends and angles shall be deemed to be included with the items.",clause
G,Walling,Masonry,,,Masonry,subsection
G,Walling,Masonry,,,Masonry,subsection
G,Walling,Masonry,G33,,"dimensions and laid in mortar in courses with fine joints. (B) Particulars shall be given of texture and finish to exposed faces of stones (e.g. sawn; rubbed; tooled; vermiculated; reticulated; polished) and any requirements as to coating the surface of the finished work and cleaning on completion. 26 (c) Labours necessary to produce sawn stones of the required overall size shall be deemed to be included with the items. (d) Stones shall be deemed to be set on their natural beds unless otherwise described. (e) Stone dressings, to walls other than masonry-faced walls, shall be so described. (f) Templates and patterns shall be deemed to be included with the item (g) Joggle joints, sunk joints, rebated joints, concealed rebated joints and the like shall be given in the description of the work on which they occur. The extra stone required for joints shall be deemed to be included with the items. Measurement G38 (a) Superficial items of work shall be measured the mean length by the average height as executed. The measurements shall be taken over all mortar joints. (b) Linear items of work shall be measured the mean length as executed. The measurements shall be taken over all mortar joints. (c) Enumerated items of work shall be measured as the smallest block from which each item could be obtained having regard in the case of natural stone to the plane in which the stone is required to be laid with relation to its quarry bed. The measurements shall be taken over one mortar bed and one mortar joint. (d) Plain work, sunk work, circular work and circular-circular work shall each be so described. Arises shall be deemed to be included with the items on which they occur. For moulded work see Clause G46 hereof. Work curved on plan shall be so described stating the mean radius and the extra stone required for curved work shall be deemed to be included with the items. Curved labour shall be so described irrespective of the radius. (e) Stones or blocks over 1.50 metres long shall be so described stating the length in stages of 0.50 metres. (f) Stones or blocks over 0.50 cubic metre shall be so described stating the cube in further stages of 0.25 cubic metres. (g) Labours on different kinds of stone shall each be given separately. (h) Pointing shall be given in the description of the work on which it occurs. Ends and angles of G39 (a) Square ends, square reveals and square external angles of walls shall be given in linear walls metres stating the thickness of the wall. (b) Splayed ends, battered ends, battered external angles and battered internal angles of walls shall each be: given separately in linear metres stating the thickness of the wall. (c) The extra stone required for splayed or battered ends or angles of walls shall be deemed to be included with the items. (d) Squint angles to walls and any ends or angles to walls which involve the use of stones thicker than the wall in which they occur shall be dealt with in accordance with Clause G. 51 hereof. Stone facework G40 (a) Stone facework bonded to a backing of other material shall be given in square metres stating the average thickness of the facework. (b) Stone facework built against a backing of other material shall be given in square metres stating the thickness of the facework. Wall-ties or anchors shall be given in the description stating the type and spacing thereof and the method of securing to the backing. (c) Stone facework used as formwork to concrete shall be so described. Temporary strutting shall be given in the description. Stone slabbing or G41 For pavings and stone slabbing or cladding to walls see Section S. cladding to walls Rough cutting G42 (a) Rough notchings and rough sinkings (grouped together) for steel sections, concrete columns, concrete beams and the like shall be given in linear metres stating the girth of the cutting in stages of 150 millimetres. (b) Rough notchings and rough sinkings (grouped together) for gusset -plates, ends of joists 27 and the like shall be enumerated stating the size of the cutting. Fair cutting G43 (a) Fair raking cutting on superficial items of stonework shall be given in linear metres stating the thickness. The extra stone required for raking cutting shall be deemed to be included with the items. (b) Fair curved cutting on superficial items of stonework shall be given in linear metres stating the thickness. The extra stone required for curved cutting shall be deemed to be included with the items. Rustications G44 Rustications shall be given in the description of the stonework on which they occur Grooves, rebates, G45 (a) Grooves, throats, rebates, margins, flutes, sinkings, chamfered angles, rounded angles margins, flutes, and the like labours on superficial items of stonework shall each be given separately in sinkings and angles linear metres stating the width or girth. Stops and mitres shall each be enumerated separately. (b) Such labours on linear items of stonework shall be given in the description stating the width or girth. Stops and mitres shall each be enumerated separately. (c) Such labours on enumerated items of stonework shall be given in the description stating the width or girth and the number of stops and mitres. Mouldings G46 (a) Mouldings on superficial items of stonework shall be given in linear metres stating the girth. Undercut mouldings shall be so described. Stops, mitres returned ends and the like shall each be enumerated separately. (b) Mouldings on linear items of stonework shall be given in the description stating the girth. Stops, mitres, returned ends and the like shall each be enumerated separately. (c) Mouldings on enumerated items of stonework shall be given in the description stating the girth and the number of stops, mitres, returned ends and the like. (d) The extra stone required for projecting mouldings shall be added to the thickness of the stonework on which they occur Enrichments G47 Enrichments (e.g. bead-and-reel; egg-and-dart; dentils) shall each be given separately in linear metres stating the size. The extra stone required for projecting enrichments shall be added to the thickness of the stonework on which they occur. Mouldings on or between dentils shall be given in the description stating the girth. Stops, mitres, returned ends and the like to enrichments shall each be enumerated separately. Ornaments G48 Ornaments (e.g. scrolls, rosettes; crockets) shall each be enumerated separately stating the size. The extra stone required for projecting ornaments shall be added to the thickness of the stonework on which they occur. Small panels G49 (a) Stones forming small panels (i.e. panels not exceeding 0.10 square metres) shall each be enumerated separately stating the size. Those which are flush shall be so described. Those which are sunk or projecting shall each be so described stating set-back or projection. (b) Small panels worked on other stones shall be enumerated stating the size and the set-back or projection. The extra stone required for projecting panels shall be added to the thickness of the stone work on which they occur. Pilasters G50 (a) Stones forming pilasters shall be given in linear metres (measured vertically) stating the width on face, the total thickness and the projection beyond the face of the wall. Battered pilasters and those sunk to entasis shall each be so described. (b) Caps and bases to pilasters shall each be enumerated separately stating the size Quoins and jambs G51 Stones forming quoins and jambs shall each be given separately in linear metres (measured vertically) stating the width on face and the thickness. Those which are battered or projecting (or both) shall each be so described. Columns G52 (a) Independent columns shall be given in linear metres ( measured vertically) stating the size of the cross-section or the diameter. Those sunk to entasis shall be so described stating the greatest size or diameter. (b) Stones forming attached columns shall be given in linear metres (measured vertically) stating the width of face, the total thickness and the diameter of the projection. Those sunk to entasis shall be so described stating the greatest diameter 28 (c) Caps and bases to columns or attached columns shall each be enumerated separately stating the size. Lintels, sills, transoms G53 (a) Lintels, sills, mullions, and transoms shall each be given separately in mullions & linear metres stating the size. (b) Ends and stoolings shall each be enumerated separately as extra over the member on which they occur. Copings, cornices and G54 (a) Copings, cornices, band-courses, string-courses, plinth cappings and the like members shall band courses each be given separately in linear metres stating the size. Horizontal, raking and vertical members shall each be so described. Fair ends, returned ends and the like shall each be enumerated separately as extra over the member on which they occur .. (b) Kneeler-blocks, bonder-blocks, apex-blocks, angle-blocks, stooling-blocks and any endblocks which involve the use of stone thicker than the member in which they occur shall each be enumerated separately stating the size. (c) Plain band-courses over 300 millimetres wide shall be dealt with as walling or facework. Slab architraves and G55 (a) Slab architraves and slab surrounds to openings (i.e. slabs not bonded to surrounding surrounds to work) shall each be given separately in linear metres stating the size. Ends and angles shall openings be deemed to be included with the items. (b) Plinth-blocks, angle-blocks, key-blocks and the like shall each be enumerated separately stating the size. Arches G56 Springers, voussoirs and keystones of arches shall be enumerated separately stating the size of the stone and the type of arch. Projecting members of arches shall be so described stating the projection. Pier -caps and G57 Pier-caps, chimney-caps and the like shall each be enumerated separately stating the size. Openings chimney-caps in Chimney-caps shall be given in the description Finials, brackets and G58 Finials, terminals, brackets, corbels and the like shall each be enumerated separately stating the size corbels Tracery G59 Stones forming tracery shall be enumerated stating the size Special features G60 Special features composed of one or more stones (e.g. ornamental panels; oriel windows; bullseye openings; niches; small domes; f1eches) shall each be enumerated separately stating the nature and design of the feature, the number of stones, the total cubic feet of stones required and the dimensions of the exposed faces. Steps, winders and G61 (a) Steps (except winders) shall be given in linear metres stating the size and the number of landings steps,. Spandril steps (i.e. steps with sloping soffits) shall be so described. Fair ends, returned ends, rounded ends, stooled ends, wall-holds and the like shall each be enumerated separately as extra over the member on which they occur. (b) Winders and landings shall each be enumerated separately stating the size and the number of stones. Landings of irregular shape shall be so described. Fair ends, stooled ends, wall-holds, fair edges, nosings, rebate, grooves and the like shall be given in the description. Handrails, cappings G62 (a) Handrails, cappings and kerbs shall each be given separately in linear metres stating the and kerbs size. Fully-moulded handrails shall be so described. Stopped ends, returned ends, mitres, stoolings, wall-holds and the like shall each be enumerated separately as extra over the member on which they occur. (b) Scrolled ends, angle-blocks, ramp-blocks, wreath-blocks and the like shall each be enumerated separately stating the size. Balustrade panelS G63 Balustrade panels and the like shall be enumerated stating the size. Those of irregular shape and those worked both sides shall be so described. Fair edges, shaped edges, perforations, sinkings and the like shall be given in the description. Balusters and newels G64 Balusters, half-balusters, newels and newel-caps shall each be enumerated separately stating the size. Cover-stones and G65 Cover-stones, corbel-courses and the like shall be given separately in linear metres stating the size. corbel-courses Fair edges shall be given in the description. Fair ends shall be enumerated as extra over the member 29 on which they occur. Templates, bases and G66 Templates. bases. thresholds, hearths and the like shall each be enumerated separately stating the hearths size. Fair edges shall be given in the description stating the number Shelves, divisions, G67 (a) Shelves, divisions, table-tops, work-tops, counter-tops, seats, bath-panels and the like table-tops, seats and over 300 millimetres wide shall each be given separately in square metres stating the bath-panels thickness. Those not exceeding 300 millimetres wide shall be given in linear metres and stating the thickness and the width. Members of irregular shape and curved members shall each be enumerated separately stating the thickness and the extreme size. (b) Fair edges, rounded edges, moulded edges, jointed edges, grooves, rebates and the like shall each be given separately in linear metres. Stops to grooves and rebates, also internal angles and external angles to rounded edges and moulded edges shall each be enumerated separately. (c) Notches, rounded corners, holes and he like shall each be enumerated separately stating the girth or size. Carvings and G68 (a) Carving and sculpture shall each be enumerated separately stating the character of the sculpture work. Detailed drawings shall be provided but where such drawings are not available or where a special carver or sculptor is required the work shall be given as a provisional or prime cost sum. Providing models shall be given in the description. (b) Selecting blocks of stone for size and quality shall be given as an item. Boasting for carving shall be given in the description of the stone to be used for carving or sculpture. (c) Temporary work (e.g. special accommodation special scaffolding; screens; shelters) required for the exclusive use of carvers or sculptors shall be given as an item stating the nature of the temporary work. Removing temporary work and making good after shall be deemed to be included with the item. (d) Attending upon and cleaning down after the carvers and sculptors shall be given as an item. (e) Working mouldings and similar members to carving and sculpture shall be enumerated stating the size of the moulding or member.",clause
G,Walling,Cast stonework,,,Cast stonework,subsection
G,Walling,Cast stonework,,,Cast stonework,subsection
G,Walling,Cast stonework,G33,,"to given dimensions and used in a generally similar manner and for the same purpose as natural stone. (b) Particulars of the following shall be given:i. Any requirements as to the reinforcement of blocks ii. Any requirements as to the thickness, mix and colour of the facing material. iii. Texture and finish of exposed faces of blocks (e.g. rough; smooth; rubbed; vermiculated; reticulated; polished). iv. Any requirements as to coating the surface of the finished work and cleaning on completion. (c) Moulds necessary to produce blocks of the required size and shape shall be deemed to be included with the items. Work in cast stone G70 Work in cast stone shall be given in accordance with the rules for masonry in Clauses G37 to G68 hereof.",clause
G,Walling,Clayware work,,,Clayware work,subsection
G,Walling,Clayware work,G33,,Clayware Generally G71 (a) Clayware work shall consist of blocks of fired C1ayware cast to given dimensions and used in a similar manner and for the same purpose as natural stone. (b) Particulars of the following shall be given:i. Kind of clayware (e.g. natural clayware; stoneware; terra cotta; faience). ii. Any requirements to the colour iii. Texture and finish of exposed faces of blocks (e.g. rough; smooth; glazed; double glazed). iv. Any requirements as to cleaning the finished work on completion (c) Moulds necessary to produce blocks of the required size and shape shall be deemed to be included with the items. 30 (d) Blocks required to be cast hollow and filled with concrete shall be so described stating the composition and mix of the concrete. Formwork shall be deemed to be included with the items. Work in clayware G72 Work in clayware shall be given in accordance with the rules for masonry in Clauses G37 to G68 hereof.,clause
G,Walling,Sundries,,,Sundries,subsection
G,Walling,Sundries,G33,,"Preparing for raising G73 (a) Preparing tops of old walls to receive new shall be given in linear metres stating the thickness of the old wall. (b) Beds of mortar to cover rivets of girders under walls shall be deemed to be included with the walls which shall be measured from the top surface of the girders. Weather fillets and G74 Weather-fillets and angle-fillets shall each be given separately in linear metres stating the width. angle-fillets Curved fillets shall be described irrespective of radius. Ends and angles to fillets shall be deemed to be included with the items. Bedding G75 Bedding plates, corrugated sheeting, wood frames and sills and the like and pointing to one or both sides shall be deemed to be included with the items. Wedging and pinner G76 Wedging and pinning up new work to underside of old construction in cases where the load is to be up transmitted to the new work shall be given in linear metres stating the thickness of the work. The materials for wedging and pinning shall be described. Cutting grooves G77 Cutting grooves for water-bars and the like shall be given in linear metres Preparing for G78 (a) Raking out joint or cutting groove for turned-in edge of flashings shall be given in linear flashings and asphalt metres. Horizontal, raking, stepped, vertical and curved work shall each be so described. skirtings Pointing shall be given in the description. (b) (b) Raking out and enlarging joint or cutting groove for nib of asphalt shall be given in linear metres. Horizontal, raking, vertical and curved work shall each be so described. Pointing shall be given in the description. (c) (c) Dressing the face of rubble walling or similar facework to receive flashings and skirtings shall be given in the description. Building in or cutting G79 (a) Building in metal windows, metal doors and the like (complete with frames) shall each be and pinning enumerated separately stating the overall size. Building in strong-room doors, safe-doors and the like (complete with frame) shall each be enumerated separately stating the overall size, the approximate weight and the floor level. Building in or cutting and pinning lugs, bedding frames and pointing to one or both sides shall be given in the description. (b) Building in ends of lintels, steel sections, bearing bars, steps, timbers and the like as the work proceeds shall be deemed to be included with the walling items. No deduction shall be made for any ends mentioned in this sub-clause. (c) Cutting and pinning ends of lintels, steel sections, tubular rails, steps, timbers, brackets and the like (grouped together) shall be enumerated irrespective of size. No deduction shall be made for any ends mentioned in this sub-clause. Holes G80 (a) Holes for pipes, tubes, bars, cables, conduits and the like members (grouped together) shall be enumerated stating the sizes of the member and the thickness of the work. Fixing pipe-sleeves shall be given in the description. (b) (b) Holes for ducting, trunking, tray and the like members (grouped together) shall be enumerated stating the size of the member and the thickness of the work. Mortices G81 (a) Mortices and sinkings for ragbolts, bars, rails, and the like (grouped together) shall each be enumerated stating the depth in stages of 100 millimetres,. Running mortices with lead or mortar shall be given in the description. Making good G82 Making good walls in connection with any of the labours mentioned in clauses G79, G80 and G81 hereof shall be deemed to be included with the items. Making good fair face or facings in connection with any of the labours mentioned in Clauses G79, G80 and G81 hereof shall be given in the description of such labours. Air-bricks, ventilating G83 Forming openings in walls and providing and building in air-bricks, ventilating gratings, soot-doors and gratings and soot- the like shall each be enumerated separately stating the size of the opening, the nature of the wall 31 doors and its thickness. Lintels and arches shall be given in the description. Flues G84 (a) Parging and coring flues shall be given in linear metres stating the internal size of the flue where over 0.25 square metres in sectional area. (b) Fireclay linings and precast concrete linings to flues shall each be given separately in linear metres stating the size. Cutting to form easings and bends in linings and cutting walls around linings shall be given in the description. Gas flue-blocks G85 Flue-blocks shall be enumerated stating the type of blocks and the size and number of flues in each block. The method of building shall be described (e.g. built-in; free-standing). Rough cutting on walls around the flue-blocks shall be given in the description of built-in flue-blocks. Chimney-pots G86 Chimney-pots shall be enumerated stating the type and the size. Setting and flaunching shall be given in the description. Stoves and surrounds G87 (a) Stoves, grates, mantels, ranges and similar units shall each be enumerated separately stating the type and the size. Setting in fireplace opening and providing any concrete and brick backings shall be given in the description stating the width of the fireplace opening. (b) Surrounds, hearths and similar units shall each be enumerated separately stating the size, the nature of the material (e.g. tile, marble) and the condition in which each unit is supplied (e.g. loose parts; pre-slabbed). Assembling and jointing or building up loose parts and setting shall be given in the description. Cramps G88 Metal cramps, slate dowels, metal dowels, lead plugs and the like shall each be enumerated separately stating the size. Mortices and running with mortar or lead shall be given in the description. Coating backs of G89 Coating backs of stones or blocks with slurry shall be given in the description of the walling on which stones it occurs. Coating with other material shall be given in square metres stating the kind of material.",clause
G,Walling,Centering,,,Centering,subsection
G,Walling,Centering,,,Centering,subsection
G,Walling,Centering,G33,,"ii. Shape of surface (e.g. flat; segmental; semicircular; groined). (b) Centering left in shall be so described. (c) Centering with supports over 3.50 metres high shall be so described stating the height in further stages of 1.50 metres. (d) Centering shall be measured as the actual surface to be supported. Strutting, shoring, bolting, wedging, easing, striking and removing shall be deemed to be included with the items. Flat soffits G91 (a) Centering for flat soffits over 300 millimetres wide and not exceeding 2 metres span shall be given in square metres. (b) Centering for flat soffits not exceeding 300mm wide & not exceeding 2 metres span shall be given in linear metres stating the width (c) Centering for flat soffits over 2 metres span shall be enumerated stating the span of the opening and the width of the soffit. (d) Centering for slopping soffits shall be so described Curved and vaulted G92 Centering for curved soffits and vaulted soffits shall each be given separately in square metres. soffits Arches G93 Centering for segmental, semicircular, invert and other curved arches shall each be enumerated separately stating the span of the opening and the width of the soffit. The rise shall also be stated except in the case of semi-circular arches. Labours on centering G94 (a) Raking cutting, curved cutting, cutting to groin points, cutting to inter-sections, cutting against ribs and the like labours shall each be given separately in linear metres. Scribed edges and splayed edges shall be deemed to be included with the items. (b) Notching for key blocks, projecting voussoirs and the like shall each be enumerated separately stating the size of girth. 32 Supports to projecting G95 (a) Supports to projecting masonry (e.g. corbel-courses; cornices, pediments; hoods) shall be stonework and given in linear metres of work to be supported stating the projecting. tracery (b) Strutting and ribbing for tracery work shall be enumerated stating the overall areas of the tracery.",clause
G,Walling,Damp-proof courses,,,Damp-proof courses,subsection
G,Walling,Damp-proof courses,G33,,"i. Kind and quality of damp-proof materials ii. Gauge, thickness or substance (e.g. weight per square metre) or sheet material iii. Number of layers iv. Composition and mix of bedding material State and sheet G97 (a) Sheet damp-proof courses (e.g. bitumen-felt; sheet lead; sheet copper,) over 300",clause
G,Walling,Damp-proof courses,,,Damp-proof courses,subsection
G,Walling,Damp-proof courses,G33,,"300 millimetres wide shall be given in linear metres stating the width. No allowance in measurement shall be made for laps which shall be deemed to be included in the items. No deduction shall be made for voids not exceeding 0.50 square metre. Horizontal, raking, vertical and curved work shall each be so described. Cutting to curve shall be given in the description of work in curved walls. (b) Damp-proof courses with cavity-gutters in hollow walls shall be so described (c) Pointing exposed edges of damp-proof courses shall be deemed to be included with the",clause
G,Walling,Damp-proof courses,,,Damp-proof courses,subsection
G,Walling,Damp-proof courses,G33,,33,clause
H,Underpinning,,,,Underpinning,section_header
H,Underpinning,,,,The Unit of Billing Shall be the Metre,note
H,Underpinning,Generally to Section H,,,Generally to Section H,subsection
H,Underpinning,Underpinning,,,Underpinning,subsection
H,Underpinning,Generally to Section H,,,Generally to Section H,subsection
H,Underpinning,Generally to Section H,,,(b) A description of the existing structure (e.g. wall; pier) to be underpinned shall be given,note
H,Underpinning,Generally to Section H,,,"stating its location, its length or size on plan, the depth of the new work below the base of",note
H,Underpinning,Generally to Section H,,,the existing foundation and the limit of length to be carried out in one operation.,note
H,Underpinning,Underpinning,,,Underpinning,subsection
H,Underpinning,Underpinning,,,(c) Underpinning required to be executed from inside existing buildings shall be so described.,note
H,Underpinning,Underpinning,,,Handling materials and getting them in or out of such buildings shall be deemed to be,note
H,Underpinning,Underpinning,,,included with the items.,note
H,Underpinning,Work in all trades,,,Work in all trades,subsection
H,Underpinning,Work in all trades,,,Work Generally H2 Underpinning work shall be given in accordance with the rules in the relevant sections hereof except,note
H,Underpinning,Work in all trades,,,as qualified hereunder.,note
H,Underpinning,Work in all trades,,,Excavation H3 (a) Temporary supports to work to be underpinned shall be given as an item. Particulars of,note
H,Underpinning,Work in all trades,,,such supports shall be given where practicable.,note
H,Underpinning,Work in all trades,,,(b) Allowances for working space (which shall not be subject to adjustments if more or less,note
H,Underpinning,Work in all trades,,,space is actually required) shall be made in the measurements of excavations. The width of,note
H,Underpinning,Work in all trades,,,"the working space (measured horizontally from the face of the wall to be underpinned, or",note
H,Underpinning,Work in all trades,,,"where projecting foundations are the face of the wall to be underpinned, or where",note
H,Underpinning,Work in all trades,,,projecting foundations are to be retained from the face of such projection) shall be related,note
H,Underpinning,Work in all trades,,,to the total depth of the excavation (measured from the top of the preliminary trench to,note
H,Underpinning,Work in all trades,,,the underside of the underpinning work). The allowances shall be as follows:i. 1 metre from the wall or projecting foundation where the total depth of the,note
H,Underpinning,Work in all trades,,,excavation does not exceed 1.50 metres.,note
H,Underpinning,Work in all trades,,,ii. 1.50 metres from the wall or projecting foundation where the total depth of,note
H,Underpinning,Work in all trades,,,the excavation is over 1.50 metres but does not exceed 3 metres.,note
H,Underpinning,Work in all trades,,,iii. 2 metres from the wall or projecting foundation where the total depth of the,note
H,Underpinning,Work in all trades,,,excavation is over 3 metres.,note
H,Underpinning,Work in all trades,,,(c) Excavation shall be given in accordance with Clause D5 to D17 here of subject to the,note
H,Underpinning,Work in all trades,,,following:i. Excavating preliminary trenches down to the level of the base of the existing,note
H,Underpinning,Work in all trades,,,foundation shall be so described.,note
H,Underpinning,Work in all trades,,,ii. Excavating below the level of the base of the existing foundation shall be so,note
H,Underpinning,Work in all trades,,,described.,note
H,Underpinning,Work in all trades,,,(d) Cutting away projecting foundations shall be given in linear metres stating the number of,note
H,Underpinning,Work in all trades,,,courses of footings and the dimensions of concrete to be removed.,note
H,Underpinning,Work in all trades,,,34,note
J,Waterproofing,,,,Waterproofing,section_header
J,Waterproofing,,,,The Unit of billing shall be the Metre,note
J,Waterproofing,Generally to Section J,,,Generally to Section J,subsection
J,Waterproofing,Generally to Section J,,,"Works generally J1 (a) Work shall be grouped as follows and each group with its associated skirtings, angle-fillets",note
J,Waterproofing,Generally to Section J,,,and labours shall be given under an appropriate heading:i. Damp-proof and tanking,note
J,Waterproofing,Generally to Section J,,,ii. Paving,note
J,Waterproofing,Generally to Section J,,,iii. Roofing,note
J,Waterproofing,Generally to Section J,,,iv. Flooring and underlay,note
J,Waterproofing,Generally to Section J,,,"(b) Particulars of the following shall be given:i. Kind, quality and size of materials including underlay and reinforcement",note
J,Waterproofing,Generally to Section J,,,ii. Thickness and number of coats,note
J,Waterproofing,Generally to Section J,,,iii. Nature of base on which material is applied,note
J,Waterproofing,Generally to Section J,,,"iv. Surfaces treatment with chippings, gravel, tiles and the like",note
J,Waterproofing,Generally to Section J,,,v. Method of fixing decking,note
J,Waterproofing,Generally to Section J,,,vi. Quantity of material in kilogrammes or litres per square metre to be applied to,note
J,Waterproofing,Generally to Section J,,,"surfaces, and the number of coats",note
J,Waterproofing,Generally to Section J,,,"(c) Sheathing felt, cork, fibre or other underlay in contact with the material and any",note
J,Waterproofing,Generally to Section J,,,"reinforcement shall be given in the description of the work in which they occur. Culling,",note
J,Waterproofing,Generally to Section J,,,"notching, bending and lapping the underlay and the reinforcement shall be deemed to be",note
J,Waterproofing,Generally to Section J,,,included with the items. The fixing of the reinforcement on sloping surfaces shall be,note
J,Waterproofing,Generally to Section J,,,described.,note
J,Waterproofing,Generally to Section J,,,(d) Work and labours executed overhand or in confined situations (where at least 1 metre of,note
J,Waterproofing,Generally to Section J,,,working space cannot be provided) shall each be so described.,note
J,Waterproofing,Generally to Section J,,,"(e) Work and labours on retaining walls, in sections, and after continuity of laying has been",note
J,Waterproofing,Generally to Section J,,,interrupted by temporary obstructions shall be each be so described. Jointing between,note
J,Waterproofing,Generally to Section J,,,sections shall be deemed to be included with the items.,note
J,Waterproofing,Generally to Section J,,,"(f) Curved work, conical work, spherical work and elliptical work shall each be so described",note
J,Waterproofing,Generally to Section J,,,irrespective of the radius. No distinction shall be made between straight and curved,note
J,Waterproofing,Generally to Section J,,,labours.,note
J,Waterproofing,Generally to Section J,,,(g) Temporary rules shall be deemed to be included with the material items,note
J,Waterproofing,Mastic asphalt,,,Mastic asphalt,subsection
J,Waterproofing,Mastic asphalt,,,Coverings to surfaces J2 (a) Coverings shall be measured the area in contact with the base and shall include all labours,note
J,Waterproofing,Mastic asphalt,,,"(b) Classifications shall be as follows:i. Flat coverings, covering to falls or cross-falls and sloping coverings not",note
J,Waterproofing,Mastic asphalt,,,exceeding 15 degrees from horizontal (grouped together). Intersections on,note
J,Waterproofing,Mastic asphalt,,,work to cross-falls shall be deemed to be included with the items.,note
J,Waterproofing,Mastic asphalt,,,ii. Sloping coverings over 15 degrees but not exceeding 45 degrees from,note
J,Waterproofing,Mastic asphalt,,,horizontal.,note
J,Waterproofing,Mastic asphalt,,,iii. Sloping coverings over 45 degrees from horizontal and vertical coverings,note
J,Waterproofing,Mastic asphalt,,,(grouped together).,note
J,Waterproofing,Mastic asphalt,,,(c) Coverings which will be subsequently covered shall be so described.,note
J,Waterproofing,Mastic asphalt,,,Coverings to surfaces (d) Coverings to soffits shall be so described,note
J,Waterproofing,Mastic asphalt,,,(e) Internal angle-fillets shall be given in linear metres and shall be deemed to be in two coats,note
J,Waterproofing,Mastic asphalt,,,unless otherwise stated. Ends and angles shall be deemed to be included with the items,note
J,Waterproofing,Mastic asphalt,,,(f) Extra labour and material for turning coverings into grooves shall be given separately in,note
J,Waterproofing,Mastic asphalt,,,linear metres,note
J,Waterproofing,Mastic asphalt,,,"Skirtings fascias and J3 Skirtings, fascias and aprons shall each be given separately in linear metres stating the",note
J,Waterproofing,Mastic asphalt,,,"aprons girth. Fair edges, drips, arises and the like and turning nibs into grooves shall be given in",note
J,Waterproofing,Mastic asphalt,,,the description. Internal coved or angle fillets and tilting fillets shall be given separately in,note
J,Waterproofing,Mastic asphalt,,,linear metres.,note
J,Waterproofing,Mastic asphalt,,,"Gutters, valleys, and J4 (a) Linings to gutters, linings to valleys and coverings to kerbs shall each be given separately in",note
J,Waterproofing,Mastic asphalt,,,"kerbs linear metres stating the girth. Fair edges, arises and the like and turning nibs into grooves",note
J,Waterproofing,Mastic asphalt,,,shall be given in the description. Internal coved or angle fillets and tilting fillets shall be,note
J,Waterproofing,Mastic asphalt,,,35,note
J,Waterproofing,Mastic asphalt,,,given separately in linear metres. Stop ends and outlets shall each be enumerated,note
J,Waterproofing,Mastic asphalt,,,separately,note
J,Waterproofing,Mastic asphalt,,,(b) Linings to isolated gutters and valleys shall each be so described,note
J,Waterproofing,Mastic asphalt,,,Channels J5 (a) Linings to channels shall be given in accordance with the rules for lining to gutters in J4,note
J,Waterproofing,Mastic asphalt,,,hereof.,note
J,Waterproofing,Mastic asphalt,,,(b) Forming shallow channels including additional materials shall be given in linear metres as,note
J,Waterproofing,Mastic asphalt,,,extra over the covering in which they occur and stating the girth. Stop ends and outlets,note
J,Waterproofing,Mastic asphalt,,,shall each be enumerated separately.,note
J,Waterproofing,Mastic asphalt,,,"Cesspools and collars J6 (a) Linings to cesspools, sumps and the like shall each be enumerated separately stating the",note
J,Waterproofing,Mastic asphalt,,,"size. Arrises, internal angle-fillets and out lets shall be given in the description.",note
J,Waterproofing,Mastic asphalt,,,"(b) Linings to bonding pockets, coverings to bonding blocks and the like shall each be",note
J,Waterproofing,Mastic asphalt,,,enumerated separately stating the size. Arrises and internal angle-fillets shall be given in,note
J,Waterproofing,Mastic asphalt,,,the description.,note
J,Waterproofing,Mastic asphalt,,,"(c) Collars around pipes, standards and the like members (grouped together) shall be",note
J,Waterproofing,Mastic asphalt,,,enumerated stating the size of the members. Arrises and internal angle-fillets shall be,note
J,Waterproofing,Mastic asphalt,,,given in the description,note
J,Waterproofing,Mastic asphalt,,,36,note
K,Roofing,,,,Roofing,section_header
K,Roofing,,,,The Unit of Billing shall be the Metre,note
K,Roofing,Generally to Section K,,,Generally to Section K,subsection
K,Roofing,Roofing,,,Roofing,subsection
K,Roofing,Roofing,,,associated labours shall be given under an appropriate heading.,note
K,Roofing,Roofing,,,(b) Work to dormers and the like shall be so described,note
K,Roofing,Roofing,,,"(c) Work to curved, conical and spherical roofs shall each be so described stating the radius or",note
K,Roofing,Roofing,,,diameter at base. Work to elliptical roofs and other roofs curved to more than one radius,note
K,Roofing,Roofing,,,shall be so described stating the radii.,note
K,Roofing,Roofing,,,"(d) Work to turrets shall be so described stating the type (e.g., octagonal, conical), the",note
K,Roofing,Roofing,,,"diameter or size at base and apex, and the vertical height from base to apex.",note
K,Roofing,Roofing,,,(e) Work shall be measured on the finished surfaces,note
