section_code,section_title,subsection_title,clause_ref,subclause_ref,clause_text,clause_type
F,Concrete Work,Precast prestressed units,F45,,"Cores, wires and  Cores, ducts and recesses shall be given in accordance with Clause F39 hereof. Wires and cables shall",clause
F,Concrete Work,Precast prestressed units,F40,,reiforcement be given in accordance with Clause  hereof. Reinforcement shall be given in accordance with,clause
F,Concrete Work,Precast prestressed units,F17,,Clauses  to F19 hereof.,clause
F,Concrete Work,Sundries,,,Sundries,subsection
F,Concrete Work,Sundries,F46,,"Grinding and sand-  Grinding, sand-blasting, bush hammering, brushing to expose aggregate and like treatment to the blasting face of concrete shall each be given separately, in square metres. Such work to offices shall be so described.",clause
F,Concrete Work,Sundries,F47,,"Cutting grooves  Cutting grooves, chases, rebates, chamfers and the like shall each be given separately in linear",clause
F,Concrete Work,Sundries,F23,,"chases, chamfers and metres stating the size. For such details produced by formwork see Clause  hereof. the like",clause
F,Concrete Work,Sundries,F48,,Holes,clause
F,Concrete Work,Sundries,F48,F48(a),"Holes for pipes, tubes, bars, cables, conduits and the like members (grouped together)",subclause
F,Concrete Work,Sundries,A4,,"shall be enumerated stating the size of the member as Clause  hereof and the thickness of the concrete. Fixing pipe-sleeves shall be given in the description. (b) Small holes for ducting, trunking etc., (grouped together) shall be enumerated stating the size of the member and the thickness of the concrete.",clause
F,Concrete Work,Sundries,F49,,"Mortices  Mortices, sinkings and the like shall each be enumerated separately stating the purpose. Running mortices with lead or mortar shall be given in the description.",clause
F,Concrete Work,Sundries,F50,,Making good  Making good concrete in connection with holes and mortices shall be given in the description of such labours 22,clause
G,Walling,,,,Walling,section_header
G,Walling,,,,The Unit of Billing shall be the Metre,note
G,Walling,Generally to Section G,,,Generally to Section G,subsection
G,Walling,Walling,,,Walling,subsection
G,Walling,Walling,,,natural stone block walling; brick work).,note
G,Walling,Walling,G2,,"Particulars of the following shall be given:i. Material, kind, type, finish and size of blocks or bricks Purpose-made blocks or bricks shall be so described. ii. Any requirements as to the stone and the quarry iii. Type of bond for brickwork iv. Composition and mix or mortar for bedding and jointing",clause
G,Walling,Walling,G3,,Measurement of,clause
G,Walling,Walling,G3,G3(a),Walling shall be measured the mean length by the average height. No deductions shall be,subclause
G,Walling,Walling,,,Walling,subsection
G,Walling,Walling,G3,,"ii. Chasses iii. Flues, lined flues and flue-blocks, where the voids and the work displaced do not together exceed 0.25 square metres in sectional area. (b) All fair raking, fair splayed and fair curved cutting shall be given separately in linear metres",clause
G,Walling,Walling,G13,,"and described. All other labours (except cutting chases as Clause  hereof) shall be deemed to be included. (c) Labours on different kinds of work shall be given separately. Labours on existing work shall be so described. (d) Curved work shall be so described, stating the mean radius. Rough cutting within the thickness (or the provision of curved blocks or bricks) shall be given in the description of curved work. (e) Measurements of walls shall be taken through attached piers. Attached piers shall be given in linear metres as extra over the walling in which they occur stating the width of the pier and the projection from the face of the wall. Attached or isolated piers (except where caused by openings) having a length on plan not exceeding four times the thickness shall be classified as piers and those having a length over four times the thickness and those caused by openings shall be classified as walls.",clause
G,Walling,Walling,G4,,Classifications,clause
G,Walling,Walling,G4,G4(a),Walling shall be given in square metres stating the thickness. Classification shall be as,subclause
G,Walling,Walling,G4,,follows:i. Walls ii. Filling existing openings iii. Skins of hollow walls iv. Backings or facings stating the thickness. Any necessary cutting and bonding and wall ties shall be fully described. v. Battering walls (i.e. walls of uniform thickness built battering). vi. Tapered walls of diminishing thickness from base to top stating the average thickness whether one or both faces are battered and the rate of batter vii. Walling used as formwork. Temporary strutting shall be given in the description. (b) i. Providing special blocks with solid ends shall be given in linear metres as extra over the work in which they occur. 23 ii. Filling ends of hollow blocks shall be deemed to be included.,clause
G,Walling,Walling,G5,,Cube walling  Walling in each of the following classes shall be given separately in cubic metres i. Chimney breasts (measured through the full thickness of the walls to which they are attached). ii. Chimney stacks iii. Stepped footings iv. Isolated piers and columns. Alternatively these may be given in linear metres stating the size. Walls having a length on plan not exceeding four times their thickness (except where caused by openings) shall be classified as isolated piers.,clause
G,Walling,Walling,G6,,"Projections  Walling in projections, bands, oversailing courses and the like (measured beyond the face of the wall) shall be given separately in linear metres stating the size.",clause
G,Walling,Walling,G7,,"Thicknessing  Walling of any thickness in each of the following classes shall be given separately in square metres stating the thickness. Cutting and bonding new to existing and extra material for bonding shall be given in the description stating any special method of bonding. Classification shall be as follows:i. Thickening existing walls (measured beyond the face of the existing wall). ii. Projections on existing walls (measured beyond the face of the existing wall) of attached piers, chimney breasts and the like.",clause
G,Walling,Walling,G8,,Grooved blocks  Grooved blocks and bricks shall be given in square metres as extra over the walling in which they occur.,clause
G,Walling,Walling,G9,,Flue lining  Refractory brick linings to flues shall be given in square metres stating the thickness. Those bonded to surrounding walling shall be so described.,clause
G,Walling,Walling,G10,,Glass blocks,clause
G,Walling,Walling,G10,G10(a),Glass blockwork in walls and panels shall be given in square metres stating the size and,subclause
G,Walling,Walling,G10,,thickness of the blocks. (b) Bedding the perimeter of glass blockwork in material different from the mortar shall be given in linear metres stating the width and the kind of bedding material.,clause
G,Walling,Walling,G11,,Cavity walls,clause
G,Walling,Walling,G11,G11(a),Forming cavities in hollow walls shall be given in square metres stating the width of the,subclause
G,Walling,Walling,G11,,cavity. Wall ties shall be given in the description stating the type and the disposition or number. (b) Closing cavities at ends of hollow walls or at jambs of openings shall be given in linear metres stating the width of the cavity and the method of closing.,clause
G,Walling,Walling,G12,,Eaves  Walling in eaves-filling shall be given in linear metres as a labour filling and material item stating the thickness and maximum height of the filling and including the description of the cutting.,clause
G,Walling,Walling,G13,,"Chases  Horizontal rough chases in new work for edges of floors, landings and roofs shall be deemed to be included with the walling. Other horizontal rough chases and all raking, vertical and curved rough chases shall each be given separately in linear metres stating the size.",clause
G,Walling,Walling,G14,,Rough arches  Rough arches (measured the mean length on face) shall be given in linear metres as extra over the,clause
G,Walling,Walling,,,Walling,subsection
G,Walling,Walling,G15,,"Bonding ends  Bonding ends of new walling to other types of construction or to existing work shall be given in linear metres, stating the thickness of the walling. Forming pockets in new construction, cutting pockets in existing construction and material for bonding shall be given in the description.",clause
G,Walling,Walling,G16,,Reinforced walls  Particulars of reinforcement in walls shall be given in the description of the item concerned,clause
G,Walling,Walling in connection with boilers,,,Walling in connection with boilers,subsection
G,Walling,Walling in connection with boilers,G17,,Seating and flues,clause
G,Walling,Walling in connection with boilers,G17,G17(a),Boiler seatings and boiler flues shall be given in detail in accordance with the relevant,subclause
G,Walling,Walling in connection with boilers,G17,,Clauses hereof under an appropriate heading. Firebricks and fireclay work shall each be so described. (b) Boiler-seating blocks and curved flue-covers shall each be given separately in linear metres stating the size. Pieces of irregular shape shall be enumerated stating the size.,clause
G,Walling,Walling in connection with boilers,G18,,"Chimneys  Chimney-shafts shall be given in detail in accordance with the relevant Clauses hereof under an appropriate heading stating the number, the size on plan, the shape and the overall height. Chimney24 shafts of different shapes and heights shall be given separately. Those required to be built from outside scaffolding shall be so described.",clause
G,Walling,Facework,,,Facework,subsection
G,Walling,Facework,,,Facework,subsection
G,Walling,Facework,G18,,"(b) Particulars of the following shall be given:i. Method and description of dressing or facing ii. Kind and quality of facing blocks or bricks where different from those in the body of the work. Purpose made blocks or bricks shall be so described. iii. Size of facing blocks or bricks where different from those in the body of the work, and the method of bonding such facings to the backing. iv. Composition and mix of mortar for pointing where different from that in the body of the work. v. Method and description of pointing vi. Type of bond for brickwork except in the case of fair face (c) Facework shall be measured on exposed faces and shall be given in square metres as extra over the walling in which it occurs. Curved facework shall be so described. Pointing shall be given in the description. Reveals, returns, soffites, offsets, exposed edges around superficial items of sunk or projecting work and the like shall be measured in square metres and added to the general facework. (d) Deductions of facework shall be made for string courses, cills, lintels, plates and the like. (e) Facework built overhand shall be so described (f) Battered face work shall be so described stating the rate of batter. (g) Facework sunk or projecting shall be so described stating the depth or projection. (h) Facework to vaulting shall be so described",clause
G,Walling,Facework,G20,,Angles and chases,clause
G,Walling,Facework,G20,G20(a),Fair vertical internal angles and fair vertical external angles shall be deemed to be included,subclause
G,Walling,Facework,G20,,with the facework. (b) Fair chases of any description shall be given in linear metres stating the size.,clause
G,Walling,Facework,G21,,Tile creasings,clause
G,Walling,Facework,G21,G21(a),"Flush, sunk and projecting tile creasings shall each be given separately in linear metres as",subclause
G,Walling,Facework,G21,,"extra over the walling in which they occur stating the number of courses and the depth or projection. Horizontal, raking vertical and curved members shall each be so described. (b) Fair ends and angles of any description are deemed to be included.",clause
G,Walling,Facework,G22,,Quoins,clause
G,Walling,Facework,G22,G22(a),Facework of flush quoins formed with facing blocks or bricks which differ in kind or size,subclause
G,Walling,Facework,G22,,"from the general facings shall be given in linear metres (measured on the vertical angle) stating the average girth and the method of jointing between quoin and general facework. (b) Facework to sunk and projecting quoins shall each be given separately in linear metres (measured on the vertical angle) stating the average girth, the depth or projection and the method of jointing between quoin and general facework (c) Cut and rubbed quoins shall be described. (d) Tile insets in quoins and rustications in quoins shall be given in the description",clause
G,Walling,Facework,G23,,"Arches  Facework to arches (measured the mean length on face) shall be given in linear metres stating the width or face, the width of the exposed soffite and the outline of the arch. All fair cutting shall be deemed to be included.",clause
G,Walling,Facework,G24,,Tumblings of  Facework to tumblings of buttresses shall be enumerated stating the size buttresses,clause
G,Walling,Walling,,,Walling,subsection
G,Walling,Walling,G24,,"on both sides shall be given separately in square metres. 25 (b) Half-brick walls and one-brick walls built fair both sides or entirely of facings shall each be given separately in square metres. (c) Fair returns (e.g. ends of walls, reveals of openings) shall be given in square metres and so described.",clause
G,Walling,Walling,,,Walling,subsection
G,Walling,Brick facework,,,Brick facework,subsection
G,Walling,Brick facework,G26,,"Angles  Purpose-made bricks to form bull-nosed, squint, birdsmouth or moulded angles and the like shall be given separately and so described.",clause
G,Walling,Brick facework,G27,,Band courses,clause
G,Walling,Brick facework,G27,G27(a),Facework to all sunk and projecting plain bands not exceeding 300 millimetres and flush,subclause
G,Walling,Brick facework,G27,,"plain bands formed with facing bricks which differ in kind or size from the general facings shall be given in linear metres stating the width of the band and the depth or projection. Horizontal, raking, vertical and curved bands shall each be so described. (b) Ends, angles etc., shall be deemed to be included with the items",clause
G,Walling,Brick facework,G28,,Bricks on edge or,clause
G,Walling,Brick facework,G28,G28(a),"Facework, to flush, sunk and projecting brick-on-edge bands, dentilled bands, basketmoulded pattern bands, moulded or splayed courses plinth cappings, moulded string courses,",subclause
G,Walling,Brick facework,G28,,"moulded cornices and the like shall each be given separately in linear. Metres stating the width of the band and the depth or projection. Horizontal, raking, vertical and curved members shall each be so described. Moulded or splayed bands which consist entirely of headers or stretches shall be so described. (b) Ends, internal angles, external angles and irregular angles, shall each be enumerated separately.",clause
G,Walling,Brick facework,G29,,"Cills, thresholds,",clause
G,Walling,Brick facework,G29,G29(a),"Cills, thresholds, copings and steps built of fair-faced brickwork or entirely of facings shall",subclause
G,Walling,Brick facework,G29,,"copings each be given separately in linear metres stating the size and the method of forming (e.g. all headers on edge; all stretches-on-end). Horizontal, raking, vertical and curved work and work set weathering shall each be so described. (b) Ends, internal angles, external angles and irregular angles shall be deemed to be included with the items.",clause
G,Walling,Brick facework,G30,,"Key blocks, corbels  Key blocks, corbels, bases to pilasters, and cappings to isolated piers shall be enumerated separately etc stating the size. Fair Cutting shall be deemed to be included with the items.",clause
G,Walling,Rubble walling,,,Rubble walling,subsection
G,Walling,Rubble walling,,,Rubble walling,subsection
G,Walling,Rubble walling,G30,,generally in mortar with comparatively thick joints.,clause
G,Walling,Rubble walling,G32,,Dry rubble work (i.e. work built without mortar) shall be so described.,clause
G,Walling,Rubble walling,G33,,"Particulars of the following shall be given:i. Type of walling stating whether of random or squared stones and, where coursed, the average height of the courses or the maximum and minimum heights of diminishing courses. ii. Texture and finish to exposed faces of stones (e.g. natural; rough-dressed; hammer-dressed).",clause
G,Walling,Rubble walling,G34,,"Levelled courses  Levelling uncoursed rubble work for damp-proof courses, band-sills, places, copings and the like (grouped together) shall be given in linear metres stating the width.",clause
G,Walling,Rubble walling,G35,,Dressed margins  Dressed margins on rubble work shall be given in linear metres stating the width of the margin. Stops and angles shall be deemed to be included with the items.,clause
G,Walling,Rubble walling,G36,,Copings  Copings formed of rough stones shall be given in linear metres stating the width and average height of the coping. Ends and angles shall be deemed to be included with the items.,clause
G,Walling,Masonry,,,Masonry,subsection
G,Walling,Masonry,,,Masonry,subsection
G,Walling,Masonry,G36,,"dimensions and laid in mortar in courses with fine joints. (B) Particulars shall be given of texture and finish to exposed faces of stones (e.g. sawn; rubbed; tooled; vermiculated; reticulated; polished) and any requirements as to coating the surface of the finished work and cleaning on completion. 26 (c) Labours necessary to produce sawn stones of the required overall size shall be deemed to be included with the items. (d) Stones shall be deemed to be set on their natural beds unless otherwise described. (e) Stone dressings, to walls other than masonry-faced walls, shall be so described. (f) Templates and patterns shall be deemed to be included with the item (g) Joggle joints, sunk joints, rebated joints, concealed rebated joints and the like shall be given in the description of the work on which they occur. The extra stone required for joints shall be deemed to be included with the items.",clause
G,Walling,Masonry,G38,,Measurement,clause
G,Walling,Masonry,G38,G38(a),Superficial items of work shall be measured the mean length by the average height as,subclause
G,Walling,Masonry,G38,,"executed. The measurements shall be taken over all mortar joints. (b) Linear items of work shall be measured the mean length as executed. The measurements shall be taken over all mortar joints. (c) Enumerated items of work shall be measured as the smallest block from which each item could be obtained having regard in the case of natural stone to the plane in which the stone is required to be laid with relation to its quarry bed. The measurements shall be taken over one mortar bed and one mortar joint. (d) Plain work, sunk work, circular work and circular-circular work shall each be so described. Arises shall be deemed to be included with the items on which they occur. For moulded",clause
G,Walling,Masonry,G46,,work see Clause  hereof. Work curved on plan shall be so described stating the mean radius and the extra stone required for curved work shall be deemed to be included with the items. Curved labour shall be so described irrespective of the radius. (e) Stones or blocks over 1.50 metres long shall be so described stating the length in stages of 0.50 metres. (f) Stones or blocks over 0.50 cubic metre shall be so described stating the cube in further stages of 0.25 cubic metres. (g) Labours on different kinds of stone shall each be given separately. (h) Pointing shall be given in the description of the work on which it occurs.,clause
G,Walling,Masonry,G39,,Ends and angles of,clause
G,Walling,Masonry,G39,G39(a),"Square ends, square reveals and square external angles of walls shall be given in linear",subclause
G,Walling,Masonry,G39,,"walls metres stating the thickness of the wall. (b) Splayed ends, battered ends, battered external angles and battered internal angles of walls shall each be: given separately in linear metres stating the thickness of the wall. (c) The extra stone required for splayed or battered ends or angles of walls shall be deemed to be included with the items. (d) Squint angles to walls and any ends or angles to walls which involve the use of stones thicker than the wall in which they occur shall be dealt with in accordance with Clause G. 51 hereof.",clause
G,Walling,Masonry,G40,,Stone facework,clause
G,Walling,Masonry,G40,G40(a),Stone facework bonded to a backing of other material shall be given in square metres,subclause
G,Walling,Masonry,G40,,stating the average thickness of the facework. (b) Stone facework built against a backing of other material shall be given in square metres stating the thickness of the facework. Wall-ties or anchors shall be given in the description stating the type and spacing thereof and the method of securing to the backing. (c) Stone facework used as formwork to concrete shall be so described. Temporary strutting shall be given in the description.,clause
G,Walling,Masonry,G41,,Stone slabbing or  For pavings and stone slabbing or cladding to walls see Section S. cladding to walls,clause
G,Walling,Masonry,G42,,Rough cutting,clause
G,Walling,Masonry,G42,G42(a),"Rough notchings and rough sinkings (grouped together) for steel sections, concrete",subclause
G,Walling,Masonry,G42,,"columns, concrete beams and the like shall be given in linear metres stating the girth of the cutting in stages of 150 millimetres. (b) Rough notchings and rough sinkings (grouped together) for gusset -plates, ends of joists 27 and the like shall be enumerated stating the size of the cutting.",clause
G,Walling,Masonry,G43,,Fair cutting,clause
G,Walling,Masonry,G43,G43(a),Fair raking cutting on superficial items of stonework shall be given in linear metres stating,subclause
G,Walling,Masonry,G43,,the thickness. The extra stone required for raking cutting shall be deemed to be included with the items. (b) Fair curved cutting on superficial items of stonework shall be given in linear metres stating the thickness. The extra stone required for curved cutting shall be deemed to be included with the items.,clause
G,Walling,Masonry,G44,,Rustications  Rustications shall be given in the description of the stonework on which they occur,clause
G,Walling,Masonry,G45,,"Grooves, rebates,",clause
G,Walling,Masonry,G45,G45(a),"Grooves, throats, rebates, margins, flutes, sinkings, chamfered angles, rounded angles",subclause
G,Walling,Masonry,G45,,"margins, flutes, and the like labours on superficial items of stonework shall each be given separately in sinkings and angles linear metres stating the width or girth. Stops and mitres shall each be enumerated separately. (b) Such labours on linear items of stonework shall be given in the description stating the width or girth. Stops and mitres shall each be enumerated separately. (c) Such labours on enumerated items of stonework shall be given in the description stating the width or girth and the number of stops and mitres.",clause
G,Walling,Masonry,G46,,Mouldings,clause
G,Walling,Masonry,G46,G46(a),Mouldings on superficial items of stonework shall be given in linear metres stating the,subclause
G,Walling,Masonry,G46,,"girth. Undercut mouldings shall be so described. Stops, mitres returned ends and the like shall each be enumerated separately. (b) Mouldings on linear items of stonework shall be given in the description stating the girth. Stops, mitres, returned ends and the like shall each be enumerated separately. (c) Mouldings on enumerated items of stonework shall be given in the description stating the girth and the number of stops, mitres, returned ends and the like. (d) The extra stone required for projecting mouldings shall be added to the thickness of the stonework on which they occur",clause
G,Walling,Masonry,G47,,"Enrichments  Enrichments (e.g. bead-and-reel; egg-and-dart; dentils) shall each be given separately in linear metres stating the size. The extra stone required for projecting enrichments shall be added to the thickness of the stonework on which they occur. Mouldings on or between dentils shall be given in the description stating the girth. Stops, mitres, returned ends and the like to enrichments shall each be enumerated separately.",clause
G,Walling,Masonry,G48,,"Ornaments  Ornaments (e.g. scrolls, rosettes; crockets) shall each be enumerated separately stating the size. The extra stone required for projecting ornaments shall be added to the thickness of the stonework on which they occur.",clause
G,Walling,Masonry,G49,,Small panels,clause
G,Walling,Masonry,G49,G49(a),Stones forming small panels (i.e. panels not exceeding 0.10 square metres) shall each be,subclause
G,Walling,Masonry,G49,,enumerated separately stating the size. Those which are flush shall be so described. Those which are sunk or projecting shall each be so described stating set-back or projection. (b) Small panels worked on other stones shall be enumerated stating the size and the set-back or projection. The extra stone required for projecting panels shall be added to the thickness of the stone work on which they occur.,clause
G,Walling,Masonry,G50,,Pilasters,clause
G,Walling,Masonry,G50,G50(a),Stones forming pilasters shall be given in linear metres (measured vertically) stating the,subclause
G,Walling,Masonry,G50,,"width on face, the total thickness and the projection beyond the face of the wall. Battered pilasters and those sunk to entasis shall each be so described. (b) Caps and bases to pilasters shall each be enumerated separately stating the size",clause
G,Walling,Masonry,G51,,Quoins and jambs  Stones forming quoins and jambs shall each be given separately in linear metres (measured vertically) stating the width on face and the thickness. Those which are battered or projecting (or both) shall each be so described.,clause
G,Walling,Masonry,G52,,Columns,clause
G,Walling,Masonry,G52,G52(a),Independent columns shall be given in linear metres ( measured vertically) stating the size,subclause
G,Walling,Masonry,G52,,"of the cross-section or the diameter. Those sunk to entasis shall be so described stating the greatest size or diameter. (b) Stones forming attached columns shall be given in linear metres (measured vertically) stating the width of face, the total thickness and the diameter of the projection. Those sunk to entasis shall be so described stating the greatest diameter 28 (c) Caps and bases to columns or attached columns shall each be enumerated separately stating the size.",clause
G,Walling,Masonry,G53,,"Lintels, sills, transoms",clause
G,Walling,Masonry,G53,G53(a),"Lintels, sills, mullions, and transoms shall each be given separately in mullions & linear",subclause
G,Walling,Masonry,G53,,metres stating the size. (b) Ends and stoolings shall each be enumerated separately as extra over the member on which they occur.,clause
G,Walling,Masonry,G54,,"Copings, cornices and",clause
G,Walling,Masonry,G54,G54(a),"Copings, cornices, band-courses, string-courses, plinth cappings and the like members shall",subclause
G,Walling,Masonry,G54,,"band courses each be given separately in linear metres stating the size. Horizontal, raking and vertical members shall each be so described. Fair ends, returned ends and the like shall each be enumerated separately as extra over the member on which they occur .. (b) Kneeler-blocks, bonder-blocks, apex-blocks, angle-blocks, stooling-blocks and any endblocks which involve the use of stone thicker than the member in which they occur shall each be enumerated separately stating the size. (c) Plain band-courses over 300 millimetres wide shall be dealt with as walling or facework.",clause
G,Walling,Masonry,G55,,Slab architraves and,clause
G,Walling,Masonry,G55,G55(a),Slab architraves and slab surrounds to openings (i.e. slabs not bonded to surrounding,subclause
G,Walling,Masonry,G55,,"surrounds to work) shall each be given separately in linear metres stating the size. Ends and angles shall openings be deemed to be included with the items. (b) Plinth-blocks, angle-blocks, key-blocks and the like shall each be enumerated separately stating the size.",clause
G,Walling,Masonry,G56,,"Arches  Springers, voussoirs and keystones of arches shall be enumerated separately stating the size of the stone and the type of arch. Projecting members of arches shall be so described stating the projection.",clause
G,Walling,Masonry,G57,,"Pier -caps and  Pier-caps, chimney-caps and the like shall each be enumerated separately stating the size. Openings chimney-caps in Chimney-caps shall be given in the description",clause
G,Walling,Masonry,G58,,"Finials, brackets and  Finials, terminals, brackets, corbels and the like shall each be enumerated separately stating the size corbels",clause
G,Walling,Masonry,G59,,Tracery  Stones forming tracery shall be enumerated stating the size,clause
G,Walling,Masonry,G60,,"Special features  Special features composed of one or more stones (e.g. ornamental panels; oriel windows; bullseye openings; niches; small domes; f1eches) shall each be enumerated separately stating the nature and design of the feature, the number of stones, the total cubic feet of stones required and the dimensions of the exposed faces.",clause
G,Walling,Masonry,G61,,"Steps, winders and",clause
G,Walling,Masonry,G61,G61(a),Steps (except winders) shall be given in linear metres stating the size and the number of,subclause
G,Walling,Masonry,G61,,"landings steps,. Spandril steps (i.e. steps with sloping soffits) shall be so described. Fair ends, returned ends, rounded ends, stooled ends, wall-holds and the like shall each be enumerated separately as extra over the member on which they occur. (b) Winders and landings shall each be enumerated separately stating the size and the number of stones. Landings of irregular shape shall be so described. Fair ends, stooled ends, wall-holds, fair edges, nosings, rebate, grooves and the like shall be given in the description.",clause
G,Walling,Masonry,G62,,"Handrails, cappings",clause
G,Walling,Masonry,G62,G62(a),"Handrails, cappings and kerbs shall each be given separately in linear metres stating the",subclause
G,Walling,Masonry,G62,,"and kerbs size. Fully-moulded handrails shall be so described. Stopped ends, returned ends, mitres, stoolings, wall-holds and the like shall each be enumerated separately as extra over the member on which they occur. (b) Scrolled ends, angle-blocks, ramp-blocks, wreath-blocks and the like shall each be enumerated separately stating the size.",clause
G,Walling,Masonry,G63,,"Balustrade panelS  Balustrade panels and the like shall be enumerated stating the size. Those of irregular shape and those worked both sides shall be so described. Fair edges, shaped edges, perforations, sinkings and the like shall be given in the description.",clause
G,Walling,Masonry,G64,,"Balusters and newels  Balusters, half-balusters, newels and newel-caps shall each be enumerated separately stating the size.",clause
G,Walling,Masonry,G65,,"Cover-stones and  Cover-stones, corbel-courses and the like shall be given separately in linear metres stating the size. corbel-courses Fair edges shall be given in the description. Fair ends shall be enumerated as extra over the member 29 on which they occur.",clause
G,Walling,Masonry,G66,,"Templates, bases and  Templates. bases. thresholds, hearths and the like shall each be enumerated separately stating the hearths size. Fair edges shall be given in the description stating the number",clause
G,Walling,Masonry,G67,,"Shelves, divisions,",clause
G,Walling,Masonry,G67,G67(a),"Shelves, divisions, table-tops, work-tops, counter-tops, seats, bath-panels and the like",subclause
G,Walling,Masonry,G67,,"table-tops, seats and over 300 millimetres wide shall each be given separately in square metres stating the bath-panels thickness. Those not exceeding 300 millimetres wide shall be given in linear metres and stating the thickness and the width. Members of irregular shape and curved members shall each be enumerated separately stating the thickness and the extreme size. (b) Fair edges, rounded edges, moulded edges, jointed edges, grooves, rebates and the like shall each be given separately in linear metres. Stops to grooves and rebates, also internal angles and external angles to rounded edges and moulded edges shall each be enumerated separately. (c) Notches, rounded corners, holes and he like shall each be enumerated separately stating the girth or size.",clause
G,Walling,Masonry,G68,,Carvings and,clause
G,Walling,Masonry,G68,G68(a),Carving and sculpture shall each be enumerated separately stating the character of the,subclause
G,Walling,Masonry,G68,,sculpture work. Detailed drawings shall be provided but where such drawings are not available or where a special carver or sculptor is required the work shall be given as a provisional or prime cost sum. Providing models shall be given in the description. (b) Selecting blocks of stone for size and quality shall be given as an item. Boasting for carving shall be given in the description of the stone to be used for carving or sculpture. (c) Temporary work (e.g. special accommodation special scaffolding; screens; shelters) required for the exclusive use of carvers or sculptors shall be given as an item stating the nature of the temporary work. Removing temporary work and making good after shall be deemed to be included with the item. (d) Attending upon and cleaning down after the carvers and sculptors shall be given as an item. (e) Working mouldings and similar members to carving and sculpture shall be enumerated stating the size of the moulding or member.,clause
G,Walling,Cast stonework,,,Cast stonework,subsection
G,Walling,Cast stonework,,,Cast stonework,subsection
G,Walling,Cast stonework,G68,,"to given dimensions and used in a generally similar manner and for the same purpose as natural stone. (b) Particulars of the following shall be given:i. Any requirements as to the reinforcement of blocks ii. Any requirements as to the thickness, mix and colour of the facing material. iii. Texture and finish of exposed faces of blocks (e.g. rough; smooth; rubbed; vermiculated; reticulated; polished). iv. Any requirements as to coating the surface of the finished work and cleaning on completion. (c) Moulds necessary to produce blocks of the required size and shape shall be deemed to be included with the items.",clause
G,Walling,Cast stonework,G70,,Work in cast stone  Work in cast stone shall be given in accordance with the rules for masonry in Clauses G37 to G68 hereof.,clause
G,Walling,Clayware work,,,Clayware work,subsection
G,Walling,Clayware work,G71,,Clayware Generally,clause
G,Walling,Clayware work,G71,G71(a),Clayware work shall consist of blocks of fired C1ayware cast to given dimensions and used,subclause
G,Walling,Clayware work,G71,,in a similar manner and for the same purpose as natural stone. (b) Particulars of the following shall be given:i. Kind of clayware (e.g. natural clayware; stoneware; terra cotta; faience). ii. Any requirements to the colour iii. Texture and finish of exposed faces of blocks (e.g. rough; smooth; glazed; double glazed). iv. Any requirements as to cleaning the finished work on completion (c) Moulds necessary to produce blocks of the required size and shape shall be deemed to be included with the items. 30 (d) Blocks required to be cast hollow and filled with concrete shall be so described stating the composition and mix of the concrete. Formwork shall be deemed to be included with the items.,clause
G,Walling,Clayware work,G72,,Work in clayware  Work in clayware shall be given in accordance with the rules for masonry in Clauses G37 to G68 hereof.,clause
G,Walling,Sundries,,,Sundries,subsection
G,Walling,Sundries,G73,,Preparing for raising,clause
G,Walling,Sundries,G73,G73(a),Preparing tops of old walls to receive new shall be given in linear metres stating the,subclause
G,Walling,Sundries,G73,,thickness of the old wall. (b) Beds of mortar to cover rivets of girders under walls shall be deemed to be included with the walls which shall be measured from the top surface of the girders.,clause
G,Walling,Sundries,G74,,Weather fillets and  Weather-fillets and angle-fillets shall each be given separately in linear metres stating the width. angle-fillets Curved fillets shall be described irrespective of radius. Ends and angles to fillets shall be deemed to be included with the items.,clause
G,Walling,Sundries,G75,,"Bedding  Bedding plates, corrugated sheeting, wood frames and sills and the like and pointing to one or both sides shall be deemed to be included with the items.",clause
G,Walling,Sundries,G76,,Wedging and pinner  Wedging and pinning up new work to underside of old construction in cases where the load is to be up transmitted to the new work shall be given in linear metres stating the thickness of the work. The materials for wedging and pinning shall be described.,clause
G,Walling,Sundries,G77,,Cutting grooves  Cutting grooves for water-bars and the like shall be given in linear metres,clause
G,Walling,Sundries,G78,,Preparing for,clause
G,Walling,Sundries,G78,G78(a),Raking out joint or cutting groove for turned-in edge of flashings shall be given in linear,subclause
G,Walling,Sundries,G78,,"flashings and asphalt metres. Horizontal, raking, stepped, vertical and curved work shall each be so described. skirtings Pointing shall be given in the description. (b) (b) Raking out and enlarging joint or cutting groove for nib of asphalt shall be given in linear metres. Horizontal, raking, vertical and curved work shall each be so described. Pointing shall be given in the description. (c) (c) Dressing the face of rubble walling or similar facework to receive flashings and skirtings shall be given in the description.",clause
G,Walling,Sundries,G79,,Building in or cutting,clause
G,Walling,Sundries,G79,G79(a),"Building in metal windows, metal doors and the like (complete with frames) shall each be",subclause
